ID_SAEB;ID_SERIE;TP_DISCIPLINA;NU_BLOCO;NU_POSICAO;ID_ITEM;NU_DESCRITOR_HABILIDADE;TX_GABARITO;TP_ITEM;TP_ITEM_MODELO;A;B;C;B1;B2;B3
2023;5;LP;1;6;95391;D12;C;Resposta Objetiva;M3P;1.05942;-1.60162;0.11827;;;
2023;5;LP;1;7;95977;D5;A;Resposta Objetiva;M3P;0.59023;-1.69024;0.17755;;;
2023;5;LP;1;8;95044;D9;A;Resposta Objetiva;M3P;1.27341;1.13865;0.28411;;;
2023;5;LP;1;9;95497;D12;A;Resposta Objetiva;M3P;0.70404;-0.56955;0.16717;;;
2023;5;LP;1;10;145705;H8;C;Resposta Objetiva;M3P;0.86613;-1.79649;0.05069;;;
2023;5;LP;1;11;95403;D11;B;Resposta Objetiva;M3P;1.68237;-0.25396;0.27367;;;
2023;5;LP;2;1;96100;D1;D;Resposta Objetiva;M3P;1.4261;-1.54766;0.16875;;;
2023;5;LP;2;2;96134;D5;D;Resposta Objetiva;M3P;0.69607;-0.82076;0.18776;;;
2023;5;LP;2;3;96159;D9;B;Resposta Objetiva;M3P;1.24247;-1.49947;0.24382;;;
2023;5;LP;2;4;34859;D2;B;Resposta Objetiva;M3P;1.27784;-0.6733;0.20912;;;
2023;5;LP;2;5;96097;D13;D;Resposta Objetiva;M3P;0.9936;-1.89636;0.00211;;;
2023;5;LP;2;6;95364;D4;B;Resposta Objetiva;M3P;1.21738;-1.4431;0.19311;;;
2023;5;LP;2;7;95357;D15;C;Resposta Objetiva;M3P;1.47211;-1.28482;0.27788;;;
2023;5;LP;2;8;95028N;D1;A;Resposta Objetiva;M3P;0.70698;-1.49008;0.10599;;;
2023;5;LP;2;9;145486;H13;A;Resposta Objetiva;M3P;1.35522;-0.97333;0.26858;;;
2023;5;LP;2;10;95036N;D10;C;Resposta Objetiva;M3P;1.50611;-0.36469;0.21619;;;
2023;5;LP;2;11;94984N;D12;A;Resposta Objetiva;M3P;1.14414;-1.12832;0.19176;;;
2023;5;LP;3;1;95062;D1;C;Resposta Objetiva;M3P;1.00829;-2.05405;0.11335;;;
2023;5;LP;3;2;95112;D2;B;Resposta Objetiva;M3P;1.05011;-0.16372;0.23247;;;
2023;5;LP;3;3;95501N;D12;A;Resposta Objetiva;M3P;1.39086;0.09124;0.25899;;;
2023;5;LP;3;4;96170;D4;D;Resposta Objetiva;M3P;1.23294;-1.53703;0.10529;;;
2023;5;LP;3;5;95145;D3;B;Resposta Objetiva;M3P;1.67584;-0.80624;0.24885;;;
2023;5;LP;3;6;20031;D9;A;Resposta Objetiva;M3P;1.50683;-1.22484;0.1825;;;
2023;5;LP;3;7;95150N;D7;D;Resposta Objetiva;M3P;0.60964;-0.11696;0.05541;;;
2023;5;LP;3;8;95997;D11;A;Resposta Objetiva;M3P;0.90733;-0.33153;0.25001;;;
2023;5;LP;3;9;145533;H2;D;Resposta Objetiva;M3P;0.98021;0.56587;0.17685;;;
2023;5;LP;3;10;96120;D5;C;Resposta Objetiva;M3P;0.921;-1.15027;0.21449;;;
2023;5;LP;3;11;95159;D8;B;Resposta Objetiva;M3P;1.00866;-1.36502;0.24175;;;
2023;5;LP;4;1;94999;D1;C;Resposta Objetiva;M3P;1.04475;-1.48031;0.11491;;;
2023;5;LP;4;2;95967;D9;A;Resposta Objetiva;M3P;0.5946;-0.78512;0.24697;;;
2023;5;LP;4;3;95347;D12;C;Resposta Objetiva;M3P;0.93521;0.0759;0.17497;;;
2023;5;LP;4;4;65913;D3;B;Resposta Objetiva;M3P;1.48388;-1.78452;0.15006;;;
2023;5;LP;4;5;34311;D14;D;Resposta Objetiva;M3P;0.9339;-1.27848;0.16642;;;
2023;5;LP;4;6;20208;D6;B;Resposta Objetiva;M3P;0.90242;-0.97747;0.22392;;;
2023;5;LP;4;7;95327;D15;A;Resposta Objetiva;M3P;0.62731;-0.94158;0.18401;;;
2023;5;LP;4;8;95587N;D7;A;Resposta Objetiva;M3P;0.88658;-0.84727;0.20106;;;
2023;5;LP;4;9;145548;H8;D;Resposta Objetiva;M3P;1.28656;-2.07913;0.02758;;;
2023;5;LP;4;10;96082;D13;D;Resposta Objetiva;M3P;1.2645;-0.73128;0.14503;;;
2023;5;LP;4;11;95395;D1;A;Resposta Objetiva;M3P;1.07213;-1.68031;0.20478;;;
2023;5;LP;5;1;95233;D1;C;Resposta Objetiva;M3P;1.52275;-1.82216;0.12428;;;
2023;5;LP;5;2;96102;D8;A;Resposta Objetiva;M3P;0.93371;-1.66713;0.12101;;;
2023;5;LP;5;3;96151;D6;B;Resposta Objetiva;M3P;0.68468;-1.0048;0.24698;;;
2023;5;LP;5;4;95000N;D2;D;Resposta Objetiva;M3P;0.919;-1.0238;0.10907;;;
2023;5;LP;5;5;95244;D15;D;Resposta Objetiva;M3P;0.93097;-1.94823;0.00265;;;
2023;5;LP;5;6;34481;D5;C;Resposta Objetiva;M3P;0.84592;-2.2847;0.18421;;;
2023;5;LP;5;7;45913;D10;B;Resposta Objetiva;M3P;0.8593;-1.47483;0.19048;;;
2023;5;LP;5;8;96171;D11;B;Resposta Objetiva;M3P;1.28866;-0.18783;0.18875;;;
2023;5;LP;5;9;95390;D12;A;Resposta Objetiva;M3P;0.65462;-0.47812;0.16216;;;
2023;5;LP;5;10;95104;D6;A;Resposta Objetiva;M3P;0.55062;-1.03462;0.20377;;;
2023;5;LP;5;11;19827;D9;C;Resposta Objetiva;M3P;1.18087;-0.85701;0.16206;;;
2023;5;LP;6;1;95045;D1;B;Resposta Objetiva;M3P;0.93889;-1.1693;0.118;;;
2023;5;LP;6;2;145417;H14;C;Resposta Objetiva;M3P;1.50611;0.03052;0.16506;;;
2023;5;LP;6;3;96157;D5;D;Resposta Objetiva;M3P;1.02683;-1.38227;0.13597;;;
2023;5;LP;6;4;95006;D8;A;Resposta Objetiva;M3P;1.72834;-2.13129;0.15461;;;
2023;5;LP;6;5;94883;D4;D;Resposta Objetiva;M3P;1.05055;-1.4494;0.2218;;;
2023;5;LP;6;6;96076;D13;B;Resposta Objetiva;M3P;1.62089;-1.22328;0.1788;;;
2023;5;LP;6;7;95300;D15;C;Resposta Objetiva;M3P;1.37652;-0.75395;0.20936;;;
2023;5;LP;6;8;95386;D9;A;Resposta Objetiva;M3P;0.73786;-1.30416;0.12988;;;
2023;5;LP;6;9;95149;D12;D;Resposta Objetiva;M3P;1.07132;-0.53944;0.19047;;;
2023;5;LP;6;10;94956;D11;D;Resposta Objetiva;M3P;0.82946;-0.74623;0.08971;;;
2023;5;LP;6;11;34271;D3;A;Resposta Objetiva;M3P;1.01634;-1.30517;0.20524;;;
2023;5;LP;7;1;95134;D2;B;Resposta Objetiva;M3P;1.52432;-1.00073;0.21019;;;
2023;5;LP;7;2;95106;D8;A;Resposta Objetiva;M3P;0.88681;-1.5855;0.1659;;;
2023;5;LP;7;3;96072;D13;C;Resposta Objetiva;M3P;0.99899;-0.0255;0.21834;;;
2023;5;LP;7;4;95015;D1;A;Resposta Objetiva;M3P;0.8874;-0.52851;0.20017;;;
2023;5;LP;7;5;95064;D6;D;Resposta Objetiva;M3P;1.74389;-1.63473;0.14891;;;
2023;5;LP;7;6;33988;D11;D;Resposta Objetiva;M3P;1.32732;-0.28964;0.14544;;;
2023;5;LP;7;7;94971;D14;A;Resposta Objetiva;M3P;0.69084;-1.53618;0.20017;;;
2023;5;LP;7;8;95912;D13;C;Resposta Objetiva;M3P;1.37238;-0.88378;0.22798;;;
2023;5;LP;7;9;95388N;D12;B;Resposta Objetiva;M3P;0.71815;-1.69941;0.012;;;
2023;5;LP;7;10;34025;D1;C;Resposta Objetiva;M3P;1.11703;-1.72794;0.25103;;;
2023;5;LP;7;11;46154;D10;A;Resposta Objetiva;M3P;1.0881;-0.73971;0.27199;;;
2023;5;MT;1;1;94982;D1;D;Resposta Objetiva;M3P;0.86944;-2.2164;0.19506;;;
2023;5;MT;1;2;95101;D9;B;Resposta Objetiva;M3P;1.34589;0.63668;0.18664;;;
2023;5;MT;1;3;95396;D19;B;Resposta Objetiva;M3P;1.3128;-0.58849;0.20563;;;
2023;5;MT;1;4;22328N;D16;A;Resposta Objetiva;M3P;1.30944;-0.87422;0.22062;;;
2023;5;MT;1;5;46058;D5;A;Resposta Objetiva;M3P;1.47402;0.32988;0.14807;;;
2023;5;MT;1;6;34779N;D15;C;Resposta Objetiva;M3P;1.91709;-0.46102;0.16014;;;
2023;5;MT;1;7;95373;D14;B;Resposta Objetiva;M3P;1.32358;-1.18917;0.12653;;;
2023;5;MT;1;8;95079;D8;C;Resposta Objetiva;M3P;1.71043;-0.39224;0.23174;;;
2023;5;MT;1;9;95448;D21;D;Resposta Objetiva;M3P;1.81552;-0.13182;0.13231;;;
2023;5;MT;1;10;144818;5E1.2;B;Resposta Objetiva;M3P;1.22427;-0.78421;0.12582;;;
2023;5;MT;1;11;145043;5N2.4;B;Resposta Objetiva;M3P;0.68373;-0.35497;0.10309;;;
2023;5;MT;2;1;95598N;D2;C;Resposta Objetiva;M3P;0.80642;-0.66556;0.11292;;;
2023;5;MT;2;2;95756;D11;B;Resposta Objetiva;M3P;1.41715;0.61194;0.19888;;;
2023;5;MT;2;3;95204;D20;C;Resposta Objetiva;M3P;0.60778;0.67938;0.18282;;;
2023;5;MT;2;4;94962;D18;D;Resposta Objetiva;M3P;1.10835;-0.87162;0.11773;;;
2023;5;MT;2;5;94983;D1;C;Resposta Objetiva;M3P;1.44009;-1.98124;0.14286;;;
2023;5;MT;2;6;95322;D17;A;Resposta Objetiva;M3P;1.55641;-1.0961;0.24794;;;
2023;5;MT;2;7;94972;D27;B;Resposta Objetiva;M3P;1.44686;-1.55993;0.18477;;;
2023;5;MT;2;8;94899;D9;A;Resposta Objetiva;M3P;1.65661;0.54849;0.21769;;;
2023;5;MT;2;9;95046;D22;B;Resposta Objetiva;M3P;1.47427;-1.39269;0.10352;;;
2023;5;MT;2;10;144828;5N2.7;B;Resposta Objetiva;M3P;1.72444;-0.08727;0.19334;;;
2023;5;MT;2;11;144360;5N1.8;D;Resposta Objetiva;M3P;1.11411;-0.03064;0.11402;;;
2023;5;MT;3;1;95202;D3;C;Resposta Objetiva;M3P;1.17616;0.19889;0.1383;;;
2023;5;MT;3;2;94966N;D16;D;Resposta Objetiva;M3P;1.54938;-0.53252;0.16308;;;
2023;5;MT;3;3;95719;D21;C;Resposta Objetiva;M3P;1.43664;0.78016;0.13591;;;
2023;5;MT;3;4;70405;D6;A;Resposta Objetiva;M3P;1.25811;-1.0831;0.12031;;;
2023;5;MT;3;5;46063;D19;A;Resposta Objetiva;M3P;1.40783;-0.85545;0.20604;;;
2023;5;MT;3;6;95220;D1;B;Resposta Objetiva;M3P;1.11655;-2.13675;0.01248;;;
2023;5;MT;3;7;95269;D28;A;Resposta Objetiva;M3P;1.08424;-2.08607;0.13391;;;
2023;5;MT;3;8;95562;D23;C;Resposta Objetiva;M3P;1.37464;-0.0666;0.15033;;;
2023;5;MT;3;9;95786;D12;C;Resposta Objetiva;M3P;1.27118;1.03546;0.19668;;;
2023;5;MT;3;10;144890;5N1.3;B;Resposta Objetiva;M3P;1.08222;-1.46916;0.21049;;;
2023;5;MT;3;11;144120;5N1.4;B;Resposta Objetiva;M3P;1.4232;-1.24187;0.20695;;;
2023;5;MT;4;1;95224;D6;C;Resposta Objetiva;M3P;1.43058;0.17235;0.17462;;;
2023;5;MT;4;2;95369N;D13;C;Resposta Objetiva;M3P;1.54319;-1.03828;0.21057;;;
2023;5;MT;4;3;95560;D28;A;Resposta Objetiva;M3P;0.5917;-1.64097;0.17241;;;
2023;5;MT;4;4;28463;D7;C;Resposta Objetiva;M3P;1.47993;-0.42951;0.30412;;;
2023;5;MT;4;5;95065;D17;B;Resposta Objetiva;M3P;0.88327;-2.10568;0.00407;;;
2023;5;MT;4;6;95073;D4;D;Resposta Objetiva;M3P;1.11105;-0.65021;0.31376;;;
2023;5;MT;4;7;95218;D1;C;Resposta Objetiva;M3P;0.54694;1.01783;0.20528;;;
2023;5;MT;4;8;95788;D14;B;Resposta Objetiva;M3P;1.36371;-1.93454;0.14012;;;
2023;5;MT;4;9;95699;D26;D;Resposta Objetiva;M3P;0.81868;0.5229;0.16134;;;
2023;5;MT;4;10;145012;5N1.3;B;Resposta Objetiva;M3P;1.21342;-0.42669;0.23936;;;
2023;5;MT;4;11;144700;5N1.5;B;Resposta Objetiva;M3P;0.46147;0.28678;0.16615;;;
2023;5;MT;5;1;95203N;D4;B;Resposta Objetiva;M3P;0.85197;0.90594;0.21491;;;
2023;5;MT;5;2;95519;D24;C;Resposta Objetiva;M3P;2.14167;0.24986;0.12063;;;
2023;5;MT;5;3;95052;D20;D;Resposta Objetiva;M3P;1.45262;0.18585;0.14283;;;
2023;5;MT;5;4;28122;D28;B;Resposta Objetiva;M3P;1.42723;-0.47622;0.22796;;;
2023;5;MT;5;5;95593;D22;D;Resposta Objetiva;M3P;1.3074;-0.12068;0.1102;;;
2023;5;MT;5;6;95277;D8;C;Resposta Objetiva;M3P;1.18878;-0.83867;0.19695;;;
2023;5;MT;5;7;94904;D2;A;Resposta Objetiva;M3P;0.70847;-1.85384;0.18949;;;
2023;5;MT;5;8;94895;D17;B;Resposta Objetiva;M3P;1.17708;-1.87186;0.14464;;;
2023;5;MT;5;9;95520;D25;A;Resposta Objetiva;M3P;1.16398;0.41018;0.25412;;;
2023;5;MT;5;10;145057;5M2.2;D;Resposta Objetiva;M3P;2.52384;0.28251;0.30424;;;
2023;5;MT;5;11;145014;5N2.3;A;Resposta Objetiva;M3P;1.63793;-0.63838;0.13897;;;
2023;5;MT;6;1;95789;D19;B;Resposta Objetiva;M3P;1.78665;-0.31201;0.23273;;;
2023;5;MT;6;2;95272;D23;A;Resposta Objetiva;M3P;1.75008;-0.72834;0.25433;;;
2023;5;MT;6;3;95720N;D26;C;Resposta Objetiva;M3P;1.96839;0.05203;0.17155;;;
2023;5;MT;6;4;95374;D14;B;Resposta Objetiva;M3P;1.349;-0.86312;0.17173;;;
2023;5;MT;6;5;37932;D10;A;Resposta Objetiva;M3P;1.54786;-0.84885;0.25491;;;
2023;5;MT;6;6;95097;D16;C;Resposta Objetiva;M3P;1.03096;-1.52911;0.10494;;;
2023;5;MT;6;7;95337;D27;C;Resposta Objetiva;M3P;1.23356;-1.77568;0.15189;;;
2023;5;MT;6;8;95026;D19;D;Resposta Objetiva;M3P;1.3539;-0.94712;0.11519;;;
2023;5;MT;6;9;95613;D22;B;Resposta Objetiva;M3P;1.33381;-0.47161;0.20164;;;
2023;5;MT;6;10;144992;5G1.8;A;Resposta Objetiva;M3P;1.10876;0.40622;0.23106;;;
2023;5;MT;6;11;144240;5G1.6;C;Resposta Objetiva;M3P;0.7897;0.13705;0.16214;;;
2023;5;MT;7;1;95731;D8;C;Resposta Objetiva;M3P;1.19647;-0.68938;0.17647;;;
2023;5;MT;7;2;95319N;D17;D;Resposta Objetiva;M3P;0.80065;-1.9636;0.00824;;;
2023;5;MT;7;3;95655;D25;D;Resposta Objetiva;M3P;1.38259;-0.34666;0.25124;;;
2023;5;MT;7;4;29540N;D24;A;Resposta Objetiva;M3P;0.79407;-1.48607;0.08665;;;
2023;5;MT;7;5;95024;D20;A;Resposta Objetiva;M3P;1.7692;-0.64468;0.12071;;;
2023;5;MT;7;6;28704;D18;A;Resposta Objetiva;M3P;0.95353;-0.05911;0.23801;;;
2023;5;MT;7;7;95077N;D7;C;Resposta Objetiva;M3P;1.44166;0.19233;0.24014;;;
2023;5;MT;7;8;94946;D16;C;Resposta Objetiva;M3P;1.08295;-0.31182;0.19431;;;
2023;5;MT;7;9;95274N;D27;C;Resposta Objetiva;M3P;0.84095;-1.99171;0.00139;;;
2023;5;MT;7;10;144488;5G1.4;B;Resposta Objetiva;M3P;0.87425;-0.13784;0.20782;;;
2023;5;MT;7;11;145232;5G1.1;B;Resposta Objetiva;M3P;1.39252;-1.98514;0.0439;;;
2023;9;CH;1;1;115326;C1;A/B;Resposta Construída;MRG;1.07073618;;;0.908264484;2.250922834;
2023;9;CH;1;1;127810;B4;A;Resposta Objetiva;M3PL;1.620505971;-1.663334877;0.180799839;;;
2023;9;CH;1;2;128780;6.0/B6;B;Resposta Objetiva;M3PL;1.572335975;-0.7235693;0.137942808;;;
2023;9;CH;1;3;50873;A3;D;Resposta Objetiva;M3PL;1.054909189;-0.86126229;0.073902506;;;
2023;9;CH;1;4;128146;B6;A;Resposta Objetiva;M3PL;0.958364403;1.143544585;0.158171808;;;
2023;9;CH;1;5;127113;3.0/B3;D;Resposta Objetiva;M3PL;1.626418992;-0.861536125;0.146516939;;;
2023;9;CH;1;6;65971;A5;B;Resposta Objetiva;M3PL;1.827924208;1.531536298;0.232507118;;;
2023;9;CH;1;7;129709;A1;C;Resposta Objetiva;M3PL;1.975743114;1.274326588;0.188037815;;;
2023;9;CH;1;8;127362;6.0/B6;C;Resposta Objetiva;M3PL;1.193502676;-1.009562581;0.197161911;;;
2023;9;CH;1;9;50885;A2;B;Resposta Objetiva;M3PL;1.079066375;-0.366167747;0.178069676;;;
2023;9;CH;1;10;129666;C6;A;Resposta Objetiva;M3PL;0.676799625;0.838354099;0.178889602;;;
2023;9;CH;1;11;127465;3.0/B3;C;Resposta Objetiva;M3PL;1.293390636;-0.398312656;0.226432405;;;
2023;9;CH;1;12;68958;B3;D;Resposta Objetiva;M3PL;1.752828659;0.224970553;0.153672456;;;
2023;9;CH;1;13;128021;A3;B;Resposta Objetiva;M3PL;1.218352856;-0.09815017;0.158058734;;;
2023;9;CH;1;14;127897;5.0/C5;A;Resposta Objetiva;M3PL;1.694477646;-0.596825976;0.193231362;;;
2023;9;CH;1;15;50997;A4;C;Resposta Objetiva;M3PL;2.056827292;-0.833069099;0.181178541;;;
2023;9;CH;2;1;129616;A4;A;Resposta Objetiva;M3PL;2.818697103;0.469058647;0.397549468;;;
2023;9;CH;2;1;136501;C2;A/B;Resposta Construída;MRG;1.32458929;;;2.254988014;;
2023;9;CH;2;2;127573;6.0/A6;A;Resposta Objetiva;M3PL;1.50502602;0.753930257;0.355834952;;;
2023;9;CH;2;3;50802;A1;C;Resposta Objetiva;M3PL;0.929423732;-0.810612956;0.101561137;;;
2023;9;CH;2;4;129658;B5;D;Resposta Objetiva;M3PL;2.184546267;0.738310065;0.181689213;;;
2023;9;CH;2;5;127547;1.0/B1;B;Resposta Objetiva;M3PL;0.583797207;0.469287777;0.152902429;;;
2023;9;CH;2;6;65324;B3;B;Resposta Objetiva;M3PL;1.89302577;2.004838027;0.216383028;;;
2023;9;CH;2;7;129237;B6;C;Resposta Objetiva;M3PL;1.587921126;0.226771862;0.184466288;;;
2023;9;CH;2;8;127283;6.0/B6;C;Resposta Objetiva;M3PL;1.361345655;0.58278129;0.192372843;;;
2023;9;CH;2;9;51453;B1;B;Resposta Objetiva;M3PL;1.454526291;0.270823389;0.331421116;;;
2023;9;CH;2;10;128604;B6;C;Resposta Objetiva;M3PL;1.584625666;1.45617523;0.182318229;;;
2023;9;CH;2;11;127160;6.0/C6;A;Resposta Objetiva;M3PL;2.648472108;-0.160000606;0.228080534;;;
2023;9;CH;2;12;51140;B6;B;Resposta Objetiva;M3PL;1.74320113;0.004643103;0.181302468;;;
2023;9;CH;2;13;128343;6.0/A6;A;Resposta Objetiva;M3PL;2.159450301;-0.182879142;0.318878528;;;
2023;9;CH;2;14;127088;2.0/B2;D;Resposta Objetiva;M3PL;1.333442686;0.228755793;0.138851628;;;
2023;9;CH;2;15;66972;A6;D;Resposta Objetiva;M3PL;2.04958434;-0.458907058;0.192581029;;;
2023;9;CH;3;1;129289;C5;A;Resposta Objetiva;M3PL;;;;;;
2023;9;CH;3;1;136469;C3;A/B;Resposta Construída;MRG;1.794730258;;;0.382846613;;
2023;9;CH;3;2;127628;4.0/A4;A;Resposta Objetiva;M3PL;1.802353715;0.375671908;0.292113772;;;
2023;9;CH;3;3;67354;B6;D;Resposta Objetiva;M3PL;1.052114679;-1.580532192;0.102230038;;;
2023;9;CH;3;4;127629;A2;D;Resposta Objetiva;M3PL;0.96448908;0.81969457;0.246069397;;;
2023;9;CH;3;5;127374;6.0/A6;A;Resposta Objetiva;M3PL;1.242294402;-1.265597043;0.15824305;;;
2023;9;CH;3;6;51245;B2;D;Resposta Objetiva;M3PL;2.428220862;1.18916871;0.274468789;;;
2023;9;CH;3;7;128608;C6;B;Resposta Objetiva;M3PL;1.580313153;2.033294587;0.150583933;;;
2023;9;CH;3;8;127181;3.0/A3;C;Resposta Objetiva;M3PL;1.436528948;-0.601898705;0.133626947;;;
2023;9;CH;3;9;65295;B4;C;Resposta Objetiva;M3PL;2.278654388;1.134910599;0.167240684;;;
2023;9;CH;3;10;129623;B4;C;Resposta Objetiva;M3PL;0.903859885;1.717561011;0.232767164;;;
2023;9;CH;3;11;127289;6.0/B6;A;Resposta Objetiva;M3PL;1.699275645;-0.765668487;0.163660922;;;
2023;9;CH;3;12;50808;A6;C;Resposta Objetiva;M3PL;1.013905263;-0.303531934;0.178363047;;;
2023;9;CH;3;13;129672;C5;D;Resposta Objetiva;M3PL;1.262041781;0.375464796;0.164204571;;;
2023;9;CH;3;14;127906;6.0/C6;B;Resposta Objetiva;M3PL;0.746883486;0.092378074;0.139729426;;;
2023;9;CH;3;15;50795;B5;B;Resposta Objetiva;M3PL;1.514796453;1.490909953;0.187076628;;;
2023;9;CH;4;1;129721;C5;C;Resposta Objetiva;M3PL;0.870170286;-0.060327985;0.137926536;;;
2023;9;CH;4;1;136383;C4;A/B;Resposta Construída;MRG;1.633968412;;;0.591803343;1.462135683;
2023;9;CH;4;2;127091;2.0/B2;D;Resposta Objetiva;M3PL;0.979326516;-1.343359987;0.141474261;;;
2023;9;CH;4;3;51205;B5;D;Resposta Objetiva;M3PL;1.106602348;-0.370068066;0.108015691;;;
2023;9;CH;4;4;128760;B5;B;Resposta Objetiva;M3PL;1.31133904;0.451663235;0.145965743;;;
2023;9;CH;4;5;127152;6.0/B6;D;Resposta Objetiva;M3PL;1.489171766;-0.645666868;0.124082731;;;
2023;9;CH;4;6;65081;B2;C;Resposta Objetiva;M3PL;1.628618119;1.068255251;0.184556432;;;
2023;9;CH;4;7;127890;B5;C;Resposta Objetiva;M3PL;2.708973274;0.625464262;0.290042699;;;
2023;9;CH;4;8;127185;5.0/B5;A;Resposta Objetiva;M3PL;1.599826751;-1.14166247;0.185767344;;;
2023;9;CH;4;9;114784;B4;A;Resposta Objetiva;M3PL;1.345286346;1.95952178;0.189868233;;;
2023;9;CH;4;10;129665;B4;B;Resposta Objetiva;M3PL;1.634336337;1.788726428;0.159834123;;;
2023;9;CH;4;11;127993;4.0/C4;D;Resposta Objetiva;M3PL;1.909236663;-0.489314976;0.121409747;;;
2023;9;CH;4;12;115322;C3;A;Resposta Objetiva;M3PL;1.95239804;0.206895045;0.289165117;;;
2023;9;CH;4;13;128148;B6;B;Resposta Objetiva;M3PL;2.641120357;1.780820164;0.161605456;;;
2023;9;CH;4;14;128179;6.0/B6;C;Resposta Objetiva;M3PL;1.821667621;-0.641082719;0.142689996;;;
2023;9;CH;4;15;66514;B4;A;Resposta Objetiva;M3PL;1.303510599;1.333185003;0.220030185;;;
2023;9;CH;5;1;115924;C5;A/B;Resposta Construída;MRG;1.202528661;;;0.499548876;;
2023;9;CH;5;1;128939;A2;B;Resposta Objetiva;M3PL;1.963309897;-1.1485192;0.194532908;;;
2023;9;CH;5;2;127223;2.0/C2;B;Resposta Objetiva;M3PL;1.107934448;0.219576104;0.14552469;;;
2023;9;CH;5;3;51180;C2;C;Resposta Objetiva;M3PL;1.822001989;-0.647755078;0.155389151;;;
2023;9;CH;5;4;128328;A5;A;Resposta Objetiva;M3PL;1.618215868;0.283354042;0.254024567;;;
2023;9;CH;5;5;127171;2.0/B2;D;Resposta Objetiva;M3PL;1.125242109;-0.679543124;0.142003673;;;
2023;9;CH;5;6;114739;C1;D;Resposta Objetiva;M3PL;1.831190182;-0.152310791;0.188088905;;;
2023;9;CH;5;7;129478;B4;A;Resposta Objetiva;M3PL;2.478124203;1.390068034;0.236592803;;;
2023;9;CH;5;8;127224;4.0/B4;C;Resposta Objetiva;M3PL;1.783723732;-0.38440264;0.187159238;;;
2023;9;CH;5;9;115692;C5;D;Resposta Objetiva;M3PL;1.917566593;2.078474479;0.199830647;;;
2023;9;CH;5;10;128903;C5;D;Resposta Objetiva;M3PL;1.310860086;0.092307371;0.166084351;;;
2023;9;CH;5;11;127195;5.0/B5;C;Resposta Objetiva;M3PL;1.043303217;-0.980879889;0.165027188;;;
2023;9;CH;5;12;64934;B4;A;Resposta Objetiva;M3PL;1.105806023;0.505082823;0.255408087;;;
2023;9;CH;5;13;128814;B4;B;Resposta Objetiva;M3PL;1.568370753;0.263129855;0.237416033;;;
2023;9;CH;5;14;128767;1.0/B1;C;Resposta Objetiva;M3PL;1.503622685;0.589168246;0.24293568;;;
2023;9;CH;5;15;69410;B6;A;Resposta Objetiva;M3PL;1.766757243;0.256554827;0.225800882;;;
2023;9;CH;6;1;127626;B2;B;Resposta Objetiva;M3PL;0.79354752;-1.111110353;0.163162266;;;
2023;9;CH;6;1;136563;3.0/C3;A/B;Resposta Construída;MRG;1.107311525;;;0.172745004;;
2023;9;CH;6;2;127221;6.0/B6;B;Resposta Objetiva;M3PL;1.687986143;0.394244904;0.227854609;;;
2023;9;CH;6;3;51144;C4;C;Resposta Objetiva;M3PL;1.252969659;0.498993502;0.223515838;;;
2023;9;CH;6;4;128784;B4;B;Resposta Objetiva;M3PL;1.742644685;0.573022555;0.404448487;;;
2023;9;CH;6;5;126958;2.0/A2;D;Resposta Objetiva;M3PL;0.610735875;-1.057689553;0.201505893;;;
2023;9;CH;6;6;65407;C6;A;Resposta Objetiva;M3PL;1.03282443;1.824742093;0.199744883;;;
2023;9;CH;6;7;128281;B3;A;Resposta Objetiva;M3PL;1.787481754;-0.293915895;0.219018529;;;
2023;9;CH;6;8;128524;3.0/C3;B;Resposta Objetiva;M3PL;2.16357439;-0.017624079;0.268305891;;;
2023;9;CH;6;9;51331;B5;C;Resposta Objetiva;M3PL;1.256615964;1.130642444;0.181792582;;;
2023;9;CH;6;10;129593;B4;C;Resposta Objetiva;M3PL;1.103780505;2.054937986;0.240041756;;;
2023;9;CH;6;11;127493;4.0/B4;C;Resposta Objetiva;M3PL;1.396141784;-0.707570572;0.177498892;;;
2023;9;CH;6;12;114727;C6;A;Resposta Objetiva;M3PL;0.993299171;1.488086782;0.109286513;;;
2023;9;CH;6;13;128080;B4;D;Resposta Objetiva;M3PL;1.70439679;0.78187646;0.215825442;;;
2023;9;CH;6;14;127544;3.0/B3;D;Resposta Objetiva;M3PL;1.712798908;-1.310730324;0.158343675;;;
2023;9;CH;6;15;115553;C5;A;Resposta Objetiva;M3PL;1.139054009;0.135052963;0.188983163;;;
2023;9;CN;1;1;129304;A3;B;Resposta Objetiva;M3PL;0.973359703;-1.338240803;0.168945365;;;
2023;9;CN;1;1;136743;B1;A/B;Resposta Construída;MRG;1.772307887;;;0.297292241;;
2023;9;CN;1;2;128129;C1;C;Resposta Objetiva;M3PL;1.478967765;0.231201268;0.218474105;;;
2023;9;CN;1;3;51073;A2;D;Resposta Objetiva;M3PL;1.066150312;0.31267542;0.075048668;;;
2023;9;CN;1;4;128808;B2;D;Resposta Objetiva;M3PL;1.267188648;1.755188515;0.110422789;;;
2023;9;CN;1;5;127310;B3;C;Resposta Objetiva;M3PL;1.918662455;0.155793161;0.168728839;;;
2023;9;CN;1;6;50759;A1;D;Resposta Objetiva;M3PL;1.45341195;1.137139435;0.171692556;;;
2023;9;CN;1;7;128271;C2;B;Resposta Objetiva;M3PL;1.238459947;-1.152137945;0.164079034;;;
