ID_SAEB;ID_REGIAO;ID_UF;ID_MUNICIPIO;ID_AREA;ID_ESCOLA;IN_PUBLICA;ID_LOCALIZACAO;ID_TURMA;ID_SERIE;ID_ALUNO;IN_SITUACAO_CENSO;IN_PREENCHIMENTO_LP;IN_PREENCHIMENTO_MT;IN_PREENCHIMENTO_CH;IN_PREENCHIMENTO_CN;IN_PRESENCA_LP;IN_PRESENCA_MT;IN_PRESENCA_CH;IN_PRESENCA_CN;ID_CADERNO_LP;ID_BLOCO_1_LP;ID_BLOCO_2_LP;ID_CADERNO_MT;ID_BLOCO_1_MT;ID_BLOCO_2_MT;ID_CADERNO_CH;ID_BLOCO_1_CH;ID_BLOCO_2_CH;NU_BLOCO_1_ABERTA_CH;NU_BLOCO_2_ABERTA_CH;ID_CADERNO_CN;ID_BLOCO_1_CN;ID_BLOCO_2_CN;ID_BLOCO_3_CN;NU_BLOCO_1_ABERTA_CN;NU_BLOCO_2_ABERTA_CN;TX_RESP_BLOCO1_LP;TX_RESP_BLOCO2_LP;TX_RESP_BLOCO1_MT;TX_RESP_BLOCO2_MT;TX_RESP_BLOCO1_CH;TX_RESP_BLOCO2_CH;CO_CONCEITO_Q1_CH;CO_CONCEITO_Q2_CH;TX_RESP_BLOCO1_CN;TX_RESP_BLOCO2_CN;TX_RESP_BLOCO3_CN;CO_CONCEITO_Q1_CN;CO_CONCEITO_Q2_CN;IN_PROFICIENCIA_LP;IN_PROFICIENCIA_MT;IN_PROFICIENCIA_CH;IN_PROFICIENCIA_CN;IN_AMOSTRA;ESTRATO;ESTRATO_CIENCIAS;PESO_ALUNO_LP;PROFICIENCIA_LP;ERRO_PADRAO_LP;PROFICIENCIA_LP_SAEB;ERRO_PADRAO_LP_SAEB;PESO_ALUNO_MT;PROFICIENCIA_MT;ERRO_PADRAO_MT;PROFICIENCIA_MT_SAEB;ERRO_PADRAO_MT_SAEB;PESO_ALUNO_CH;PROFICIENCIA_CH;ERRO_PADRAO_CH;PROFICIENCIA_CH_SAEB;ERRO_PADRAO_CH_SAEB;PESO_ALUNO_CN;PROFICIENCIA_CN;ERRO_PADRAO_CN;PROFICIENCIA_CN_SAEB;ERRO_PADRAO_CN_SAEB;IN_PREENCHIMENTO_QUESTIONARIO;IN_INSE;INSE_ALUNO;NU_TIPO_NIVEL_INSE;PESO_ALUNO_INSE;TX_RESP_Q01;TX_RESP_Q02;TX_RESP_Q03;TX_RESP_Q04;TX_RESP_Q05a;TX_RESP_Q05b;TX_RESP_Q05c;TX_RESP_Q06;TX_RESP_Q07a;TX_RESP_Q07b;TX_RESP_Q07c;TX_RESP_Q07d;TX_RESP_Q07e;TX_RESP_Q08;TX_RESP_Q09;TX_RESP_Q10a;TX_RESP_Q10b;TX_RESP_Q10c;TX_RESP_Q10d;TX_RESP_Q10e;TX_RESP_Q10f;TX_RESP_Q11a;TX_RESP_Q11b;TX_RESP_Q11c;TX_RESP_Q12a;TX_RESP_Q12b;TX_RESP_Q12c;TX_RESP_Q12d;TX_RESP_Q12e;TX_RESP_Q12f;TX_RESP_Q12g;TX_RESP_Q13a;TX_RESP_Q13b;TX_RESP_Q13c;TX_RESP_Q13d;TX_RESP_Q13e;TX_RESP_Q13f;TX_RESP_Q13g;TX_RESP_Q13h;TX_RESP_Q13i;TX_RESP_Q14;TX_RESP_Q15a;TX_RESP_Q15b;TX_RESP_Q16;TX_RESP_Q17;TX_RESP_Q18;TX_RESP_Q19;TX_RESP_Q20;TX_RESP_Q21a;TX_RESP_Q21b;TX_RESP_Q21c;TX_RESP_Q21d;TX_RESP_Q21e;TX_RESP_Q22a;TX_RESP_Q22b;TX_RESP_Q22c;TX_RESP_Q22d;TX_RESP_Q22e;TX_RESP_Q22f;TX_RESP_Q22g;TX_RESP_Q22h;TX_RESP_Q23a;TX_RESP_Q23b;TX_RESP_Q23c;TX_RESP_Q23d;TX_RESP_Q23e;TX_RESP_Q23f;TX_RESP_Q23g;TX_RESP_Q23h;TX_RESP_Q23i
2023;1;11;6322170;2;61463585;1;1;1617844;5;49439695;1;1;1;;;1;1;;;5;5;6;5;5;6;;;;;;;;;;;;DCADABCADBB;DDCBCADBBCD;BADCBCDBDBD;CDADCDDACDC;;;;;;;;;;1;1;;;0;632217031;;1,20773E+15;-2666182;464671;103096058;25600288;1,20773E+15;-1742491;503878;152572503;28162914;;;;;;;;;;;1;1;499;4;12652403957;A;C;A;A;A;A;B;E;B;B;A;A;.;E;C;C;C;C;C;C;C;A;B;B;*;.;B;.;C;B;C;A;.;B;*;*;B;B;A;B;B;B;A;D;C;B;B;C;D;A;C;A;D;D;C;C;A;D;D;*;B;B;A;B;B;D;.;A;A;A
2023;1;11;6322170;2;61463585;1;1;1617844;5;49439696;1;1;1;;;1;1;;;14;7;2;14;7;2;;;;;;;;;;;;BACCDAACBCA;DCBBDBCAABA;CDDAADABCBB;CBBDCABDBCC;;;;;;;;;;1;1;;;0;632217031;;1,20773E+15;874;33233;250466506;18309177;1,20773E+15;11732;345233;256521669;19295876;;;;;;;;;;;1;1;521;5;12652403957;B;B;A;C;A;A;B;D;B;B;A;A;B;F;F;B;B;B;B;C;A;A;A;A;B;B;D;B;B;B;D;B;B;A;A;A;B;B;B;B;A;B;A;D;B;A;A;A;B;B;B;A;D;D;D;C;B;A;B;A;C;B;A;B;B;D;B;A;A;A
2023;1;11;6322170;2;61463585;1;1;1617844;5;49439697;1;1;1;;;1;1;;;8;1;3;8;1;3;;;;;;;;;;;;BCACBBDDBDC;ACBCDCABCDA;DBDBDCCDCBD;CCBDABBCDBA;;;;;;;;;;1;1;;;0;632217031;;1,20773E+15;-2318981;439895;122224528;24235295;1,20773E+15;-122255;467555;181633216;26132737;;;;;;;;;;;1;1;591;6;12652403957;A;C;A;*;A;A;A;B;B;B;B;.;.;F;E;C;C;*;*;C;C;B;B;B;B;D;D;B;B;D;D;B;B;B;B;B;A;B;B;B;*;A;A;B;D;A;A;A;D;D;D;D;D;*;D;D;D;D;D;D;D;*;*;*;*;*;A;*;*;*
2023;1;11;6322170;2;61463585;1;1;1617844;5;49439698;1;1;1;;;1;1;;;13;6;1;13;6;1;;;;;;;;;;;;BDCADACACAA;AADCACBDDBB;CDBBBCCAADB;DBDCDBBACCD;;;;;;;;;;1;1;;;0;632217031;;1,20773E+15;-1347404;345301;175751973;19023793;1,20773E+15;-1179567;36897;184035635;20622592;;;;;;;;;;;1;1;457;4;12652403957;A;B;A;C;A;A;A;C;B;B;A;A;B;F;F;B;B;C;C;C;C;A;B;B;B;A;C;B;C;B;C;A;B;B;B;A;A;B;B;B;B;B;A;D;A;.;A;A;C;A;B;A;D;D;A;A;A;A;D;A;C;B;B;B;A;D;B;A;A;A
2023;1;11;6322170;2;61463585;1;1;1617844;5;49439699;1;1;1;;;1;1;;;21;7;3;21;7;3;;;;;;;;;;;;BDABCDACBCB;ABCADCBDBCD;ADDACBBDBAA;AAADCBBDABA;;;;;;;;;;1;1;;;0;632217031;;1,20773E+15;-1639396;427139;159665151;23532524;1,20773E+15;-1784498;413284;150224634;23099405;;;;;;;;;;;1;0;;1;;A;B;A;C;*;A;.;B;B;B;.;.;.;E;F;B;A;B;C;.;C;*;B;B;*;*;B;.;.;.;.;*;*;*;*;B;.;.;.;.;A;A;.;H;A;A;B;A;*;D;D;.;.;*;*;B;.;.;.;.;.;*;B;B;B;B;B;B;.;.
2023;1;11;6322170;2;61463585;1;1;1617844;5;49439700;1;1;1;;;1;1;;;4;4;5;4;4;5;;;;;;;;;;;;CABBABAADBA;CAABDCBBACC;CCADBDDBBCD;BCCBCCABBCA;;;;;;;;;;1;1;;;0;632217031;;1,20773E+15;-318321;369137;232447616;20336999;1,20773E+15;33623;373787;251843649;20891826;;;;;;;;;;;1;1;502;5;12652403957;B;C;A;A;A;A;A;E;B;B;A;A;B;B;B;B;C;C;B;B;A;A;B;B;B;B;C;C;B;B;C;B;B;A;B;B;A;B;B;B;B;B;A;F;A;C;.;A;A;A;D;A;D;D;C;D;D;C;C;B;A;B;B;*;.;A;A;A;C;C
2023;1;11;6322170;2;61463585;1;1;1617844;5;49439701;1;1;1;;;1;1;;;5;5;6;5;5;6;;;;;;;;;;;;CABDDCBBCAC;ABDADBCDDCA;CBBCBCABCBA;BACCBDCDBAB;;;;;;;;;;1;1;;;0;632217031;;1,20773E+15;-38451;356661;247866595;19649654;1,20773E+15;-3825;379521;228585566;21212312;;;;;;;;;;;1;1;562;6;12652403957;B;B;A;E;A;A;A;B;B;B;A;A;A;D;E;B;C;C;C;C;A;B;B;B;B;B;D;B;C;B;D;B;B;B;B;B;A;B;B;B;A;A;A;F;A;A;A;A;B;A;D;A;D;A;A;C;A;D;D;A;A;A;A;A;A;D;B;A;A;A
2023;1;11;6322170;2;61463585;1;1;1617844;5;49440112;1;1;1;;;1;1;;;11;4;6;11;4;6;;;;;;;;;;;;ACDDCAACDBA;BCAADDCBDCA;BCABADCBCAC;CACADBCCACC;;;;;;;;;;1;1;;;0;632217031;;1,20773E+15;-1367744;34076;174631374;18773614;1,20773E+15;-1176692;445983;184196326;24927028;;;;;;;;;;;1;1;466;4;12652403957;A;D;A;C;A;A;A;E;B;B;B;A;B;F;F;A;C;C;C;C;C;A;A;B;B;A;D;B;C;A;D;B;B;A;A;B;A;B;B;A;B;A;A;A;A;A;B;A;D;A;C;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A
2023;1;11;6322170;2;61463585;1;1;1617844;5;49440113;1;0;0;;;0;0;;;7;7;1;7;7;1;;;;;;;;;;;;...........;...........;...........;...........;;;;;;;;;;0;0;;;0;632217031;;;;;;;;;;;;;;;;;;;;;;0;0;;1;;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
2023;1;11;6322170;2;61463585;1;1;1617844;5;49440114;1;1;1;;;1;1;;;3;3;4;3;3;4;;;;;;;;;;;;.BADBAADDCB;CACBDBBADDA;CDCAABAACBB;CCACBDCBABB;;;;;;;;;;1;1;;;0;632217031;;1,20773E+15;355704;425289;26958192;23430601;1,20773E+15;1232325;481682;318841894;26922328;;;;;;;;;;;1;1;565;6;12652403957;A;B;A;A;A;A;A;C;B;B;A;A;B;E;E;C;B;C;C;C;C;B;B;B;B;C;D;A;C;B;D;A;B;A;B;B;A;B;B;B;A;A;A;B;A;C;A;A;B;A;B;A;D;D;D;A;A;A;A;A;A;A;B;B;A;D;B;A;A;A
2023;1;11;6322170;2;61463585;1;1;1617844;5;49440115;1;1;1;;;1;1;;;17;3;6;17;3;6;;;;;;;;;;;;CCBDAADACCB;BDBADBCAAAA;CDBCBBABCBB;BBACBACBBAC;;;;;;;;;;1;1;;;0;632217031;;1,20773E+15;-44643;297591;22538966;16395289;1,20773E+15;-899847;394503;199669837;22049691;;;;;;;;;;;1;1;498;4;12652403957;B;B;A;C;A;A;B;D;B;B;B;A;B;F;F;B;C;C;C;C;B;A;B;B;B;B;D;B;B;A;D;B;B;A;B;.;A;B;B;B;B;B;A;D;A;A;A;A;C;B;C;A;D;D;A;C;.;B;A;A;C;A;A;A;C;D;A;A;A;A
2023;1;11;6322170;2;61463585;1;1;1617844;5;49440116;1;0;0;;;0;0;;;20;6;2;20;6;2;;;;;;;;;;;;...........;...........;...........;...........;;;;;;;;;;0;0;;;0;632217031;;;;;;;;;;;;;;;;;;;;;;0;0;;1;;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
2023;1;11;6322170;2;61463585;1;1;1617844;5;49440117;1;0;0;;;0;0;;;15;1;4;15;1;4;;;;;;;;;;;;...........;...........;...........;...........;;;;;;;;;;0;0;;;0;632217031;;;;;;;;;;;;;;;;;;;;;;0;0;;1;;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
2023;1;11;6322170;2;61463585;1;1;1617844;5;49440118;1;1;1;;;1;1;;;10;3;5;10;3;5;;;;;;;;;;;;CBDDBABADAD;CCBDDBBABAC;CDDAABAAABB;CACCBCCBACA;;;;;;;;;;1;1;;;0;632217031;;1,20773E+15;-523031;361153;221169453;19897133;1,20773E+15;-8626;331103;245143109;18506117;;;;;;;;;;;1;1;554;6;12652403957;B;B;A;C;A;A;A;C;B;B;A;A;B;E;F;B;B;B;B;A;A;A;B;B;C;B;D;C;C;B;D;B;B;B;A;A;A;B;B;B;A;B;A;D;B;A;A;A;B;A;B;A;D;B;B;B;A;A;B;A;C;B;B;B;B;C;B;B;A;A
2023;1;11;6322170;2;61463585;1;1;1617844;5;49440119;1;1;1;;;1;1;;;12;5;7;12;5;7;;;;;;;;;;;;CABDDCBBAAC;BACADDBCBCA;CADBDCAB..A;CDDAAAACCBB;;;;;;;;;;1;1;;;0;632217031;;1,20773E+15;103798;537994;307170799;29639899;1,20773E+15;538328;290547;280052786;16239348;;;;;;;;;;;1;1;58;6;12652403957;A;B;A;A;A;A;A;C;B;B;A;A;B;E;B;A;B;B;A;B;C;B;B;B;B;B;C;C;C;C;D;B;B;A;B;B;A;B;B;B;A;A;A;I;B;A;A;A;A;C;B;D;D;C;C;C;B;D;B;B;C;B;C;B;C;A;B;B;A;B
2023;1;11;6322170;2;61463585;1;1;1617844;5;49440120;1;1;1;;;1;1;;;4;4;5;4;4;5;;;;;;;;;;;;CBCBDBAADDA;CADDDCBBBDC;CCACBDABCCD;BCDBDCCBBDA;;;;;;;;;;1;1;;;0;632217031;;1,20773E+15;363187;440291;269994183;24257112;1,20773E+15;816162;372275;295581575;20807316;;;;;;;;;;;1;1;568;6;12652403957;A;B;A;A;A;A;A;D;B;B;A;A;B;F;F;B;B;B;C;C;A;B;B;B;C;B;D;B;D;B;D;B;B;A;A;A;B;B;B;B;A;A;A;F;B;A;A;B;A;A;A;A;D;A;A;C;C;.;D;B;C;A;B;B;A;D;B;A;A;A
2023;1;11;6322170;2;61463585;1;1;1617844;5;49440121;1;0;0;;;0;0;;;3;3;4;3;3;4;;;;;;;;;;;;...........;...........;...........;...........;;;;;;;;;;0;0;;;0;632217031;;;;;;;;;;;;;;;;;;;;;;0;0;;1;;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
2023;1;11;6322170;2;61463585;1;1;1617844;5;49440122;1;1;1;;;1;1;;;18;4;7;18;4;7;;;;;;;;;;;;CCCBDADBDDC;BBBBDDACDCA;BCACBDCBCBB;ACCADAACCCB;;;;;;;;;;1;1;;;0;632217031;;1,20773E+15;-615887;350537;216053704;19312262;1,20773E+15;-354068;379637;230174696;21218796;;;;;;;;;;;1;1;455;4;12652403957;A;A;A;C;A;A;A;B;A;A;B;B;A;E;F;C;B;B;B;C;A;A;A;A;B;A;C;B;B;B;D;A;B;B;A;A;A;B;B;B;B;B;A;D;B;A;B;A;A;A;A;D;D;D;C;C;A;D;D;C;A;B;B;B;C;C;D;A;A;A
2023;1;11;6322170;2;61464009;1;2;1712041;5;49408905;0;0;0;;;0;0;;;2;2;3;2;2;3;;;;;;;;;;;;...........;...........;...........;...........;;;;;;;;;;0;0;;;0;632217032;;;;;;;;;;;;;;;;;;;;;;0;0;;1;;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
2023;1;11;6322170;2;61464009;1;2;1712041;5;49408906;0;0;0;;;0;0;;;4;4;5;4;4;5;;;;;;;;;;;;...........;...........;...........;...........;;;;;;;;;;0;0;;;0;632217032;;;;;;;;;;;;;;;;;;;;;;0;0;;1;;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
2023;1;11;6322170;2;61464009;1;2;1712041;5;49408907;0;0;0;;;0;0;;;3;3;4;3;3;4;;;;;;;;;;;;...........;...........;...........;...........;;;;;;;;;;0;0;;;0;632217032;;;;;;;;;;;;;;;;;;;;;;0;0;;1;;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
2023;1;11;6322170;2;61464009;1;2;1712041;5;49408908;0;0;0;;;0;0;;;7;7;1;7;7;1;;;;;;;;;;;;...........;...........;...........;...........;;;;;;;;;;0;0;;;0;632217032;;;;;;;;;;;;;;;;;;;;;;0;0;;1;;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
2023;1;11;6322170;2;61464009;1;2;1712041;5;49408909;0;0;0;;;0;0;;;1;1;2;1;1;2;;;;;;;;;;;;...........;...........;...........;...........;;;;;;;;;;0;0;;;0;632217032;;;;;;;;;;;;;;;;;;;;;;0;0;;1;;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
2023;1;11;6322170;2;61464009;1;2;1712041;5;49408910;0;0;0;;;0;0;;;5;5;6;5;5;6;;;;;;;;;;;;...........;...........;...........;...........;;;;;;;;;;0;0;;;0;632217032;;;;;;;;;;;;;;;;;;;;;;0;0;;1;;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
2023;1;11;6322170;2;61464009;1;2;1712041;5;49408911;0;0;0;;;0;0;;;6;6;7;6;6;7;;;;;;;;;;;;...........;...........;...........;...........;;;;;;;;;;0;0;;;0;632217032;;;;;;;;;;;;;;;;;;;;;;0;0;;1;;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
2023;1;11;6322170;2;61464009;1;2;1712041;5;49408912;0;0;0;;;0;0;;;10;3;5;10;3;5;;;;;;;;;;;;...........;...........;...........;...........;;;;;;;;;;0;0;;;0;632217032;;;;;;;;;;;;;;;;;;;;;;0;0;;1;;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
2023;1;11;6322170;2;61464009;1;2;1712041;5;49408913;0;0;0;;;0;0;;;15;1;4;15;1;4;;;;;;;;;;;;...........;...........;...........;...........;;;;;;;;;;0;0;;;0;632217032;;;;;;;;;;;;;;;;;;;;;;0;0;;1;;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
2023;1;11;6322170;2;61464009;1;2;1712041;5;49409171;0;0;0;;;0;0;;;12;5;7;12;5;7;;;;;;;;;;;;...........;...........;...........;...........;;;;;;;;;;0;0;;;0;632217032;;;;;;;;;;;;;;;;;;;;;;0;0;;1;;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
2023;1;11;6322170;2;61464009;1;2;1712041;5;49409172;0;0;0;;;0;0;;;17;3;6;17;3;6;;;;;;;;;;;;...........;...........;...........;...........;;;;;;;;;;0;0;;;0;632217032;;;;;;;;;;;;;;;;;;;;;;0;0;;1;;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
2023;1;11;6322170;2;61464009;1;2;1712041;5;49409173;0;0;0;;;0;0;;;21;7;3;21;7;3;;;;;;;;;;;;...........;...........;...........;...........;;;;;;;;;;0;0;;;0;632217032;;;;;;;;;;;;;;;;;;;;;;0;0;;1;;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
2023;1;11;6322170;2;61464009;1;2;1712041;5;49409240;0;0;0;;;0;0;;;8;1;3;8;1;3;;;;;;;;;;;;...........;...........;...........;...........;;;;;;;;;;0;0;;;0;632217032;;;;;;;;;;;;;;;;;;;;;;0;0;;1;;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
2023;1;11;6322170;2;61464009;1;2;1712041;5;49409241;0;0;0;;;0;0;;;9;2;4;9;2;4;;;;;;;;;;;;...........;...........;...........;...........;;;;;;;;;;0;0;;;0;632217032;;;;;;;;;;;;;;;;;;;;;;0;0;;1;;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
2023;1;11;6322170;2;61464009;1;2;1712041;5;49409242;0;0;0;;;0;0;;;13;6;1;13;6;1;;;;;;;;;;;;...........;...........;...........;...........;;;;;;;;;;0;0;;;0;632217032;;;;;;;;;;;;;;;;;;;;;;0;0;;1;;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
2023;1;11;6322170;2;61464009;1;2;1712041;5;49409243;0;0;0;;;0;0;;;16;2;5;16;2;5;;;;;;;;;;;;...........;...........;...........;...........;;;;;;;;;;0;0;;;0;632217032;;;;;;;;;;;;;;;;;;;;;;0;0;;1;;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
2023;1;11;6322170;2;61464009;1;2;1712041;5;49409244;0;0;0;;;0;0;;;11;4;6;11;4;6;;;;;;;;;;;;...........;...........;...........;...........;;;;;;;;;;0;0;;;0;632217032;;;;;;;;;;;;;;;;;;;;;;0;0;;1;;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
2023;1;11;6322170;2;61464009;1;2;1712041;5;49409245;0;0;0;;;0;0;;;14;7;2;14;7;2;;;;;;;;;;;;...........;...........;...........;...........;;;;;;;;;;0;0;;;0;632217032;;;;;;;;;;;;;;;;;;;;;;0;0;;1;;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
2023;1;11;6322170;2;61464009;1;2;1712041;5;49409246;0;0;0;;;0;0;;;18;4;7;18;4;7;;;;;;;;;;;;...........;...........;...........;...........;;;;;;;;;;0;0;;;0;632217032;;;;;;;;;;;;;;;;;;;;;;0;0;;1;;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
2023;1;11;6322170;2;61464009;1;2;1712041;5;49409247;0;0;0;;;0;0;;;19;5;1;19;5;1;;;;;;;;;;;;...........;...........;...........;...........;;;;;;;;;;0;0;;;0;632217032;;;;;;;;;;;;;;;;;;;;;;0;0;;1;;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
2023;1;11;6322170;2;61464014;1;1;1649175;5;49433679;1;1;1;;;1;1;;;7;7;1;7;7;1;;;;;;;;;;;;BADCDBAABCB;DCBCACDACDB;ACCDDDDDCA.;DCAADADABDA;;;;;;;;;;1;1;;;0;632217031;;1,15522E+15;-839024;338146;203760336;186296;1,15522E+15;-1681775;479904;155966061;26822952;;;;;;;;;;;1;1;543;5;11552194917;C;B;A;C;A;A;A;E;B;A;A;A;B;F;F;C;C;C;C;C;B;A;A;B;B;A;D;C;C;.;*;B;B;A;B;B;A;B;B;B;A;A;A;I;A;A;A;A;B;A;D;A;D;*;B;A;A;D;A;A;*;A;B;B;A;A;B;A;A;A
2023;1;11;6322170;2;61464014;1;1;1649175;5;49433680;1;1;1;;;1;1;;;12;5;7;12;5;7;;;;;;;;;;;;***DA......;B***D......;**.*.C.....;***DD......;;;;;;;;;;1;1;;;0;632217031;;1,15522E+15;-2449359;525385;115041566;28945226;1,15522E+15;-2201807;575659;126900262;32174922;;;;;;;;;;;1;1;338;2;11552194917;B;B;A;C;A;A;A;C;B;B;A;A;B;F;F;B;C;C;C;C;B;A;B;B;B;A;C;B;B;A;C;A;A;A;B;A;A;B;A;A;B;A;A;A;D;A;A;A;B;A;D;A;D;C;A;A;A;D;A;A;A;A;A;B;C;A;A;A;A;A
